800000,3720340
1490000,9020949
1600000,10069333
2020000,14019420
2050000,14252938
10000,8539
1980000,13639884
1470000,8934551
3440000,30116505
3690000,33373935
3820000,35043455
680000,2974557
1800000,11926439
2620000,20560340
350000,1168823
4050000,38220299
500000,1936547
5230000,55236355
3090000,26086054
5670000,61876416
4920000,50649645
1710000,11221096
3140000,26674480
6710000,79437745
1460000,8919653
6910000,82891340
7460000,92718793
7790000,98906650
2640000,20737581
8230000,106259489
2970000,24676111
270000,816454
1590000,10127795
8610000,113602912
9200000,125369882
8470000,111509234
8570000,113327188
7060000,85691836
2740000,22159072
4490000,44602463
7740000,98600586
7420000,92321490
3890000,36530455
280000,856817
8360000,109892085
3570000,32191071
190000,497082
5780000,64466237
650000,2797609
3590000,32287164
8050000,103811664
7050000,85859270
2360000,17895792
8410000,111312155
2590000,20261111
2020000,14233027
5270000,56496062
7770000,98979107
3720000,34228981
9290000,128628624
3100000,26423486
880000,4335745
7810000,99637201
6420000,75019529
5600000,61750123
4460000,44387294
6850000,82283399
750000,3452539
530000,2120492
4200000,40699566
8950000,121159297
3610000,32716220
7550000,94722222
4130000,39891230
8460000,111671492
8010000,103576690
4430000,43871634
3930000,37030271
1910000,13194997
2820000,23068301
7960000,103072147
7450000,93550173
7170000,88207886
5580000,61474385
1600000,10232541
50000,81351
5270000,56464134
9070000,124184474
2870000,23614902
9400000,130492009
4250000,41496734
7250000,89268736
10000000,142678718
3010000,25239014
1450000,8961826
7080000,86621485
100000,225963
6790000,81783659
190000,498933
8660000,115737691
7530000,95095526
1390000,8415153
5910000,66704014
3370000,29902578
6210000,71742717
4060000,39564910
4760000,48818574
3020000,25470310
3270000,28453998
3020000,25402182
3290000,28581968
290000,905702
9830000,139720072
210000,583631
9980000,142754141
100000,204250
4010000,38297848
5170000,55048495
8290000,108722971
1560000,9832162
4900000,50831951
8210000,107578447
6720000,80869186
9240000,127309040
110000,231760
1530000,9548277
370000,1269022
2340000,17555865
3270000,28469173
3940000,37264437
9990000,142862398
9590000,134827548
6510000,76852902
830000,4016896
6670000,79796498
8050000,104591012
2170000,15702310
2550000,19876528
9960000,142603509
7470000,93709982
3170000,27066858
7340000,91375551
4600000,46628727
1180000,6593774
7730000,99289286
420000,1531483
2370000,18096554
6160000,70737120
2720000,21826330
3430000,30553988
8970000,121753688
690000,3088674
3540000,31923629
1150000,6372935
1290000,7504475
9350000,129282858
6990000,84905186
8290000,108568233
310000,991724
2880000,23688201
7020000,85429200
9430000,131506598
5930000,67536086
7300000,90297568
3450000,30640342
9730000,137656970
7430000,92907733
1160000,6481136
660000,2978318
5980000,67827546
350000,1172553
5090000,53765022
8540000,114374877
6200000,71651303
6330000,73567935
5700000,63240719
5570000,61588528
8480000,112475419
8630000,115512040
540000,2173242
8430000,111797353
1450000,8904332
5480000,59973330
6740000,80698229
2560000,20032154
8370000,110271215
1830000,12435607
5500000,60522631
2120000,15301401
170000,424617
8190000,107073935
2970000,24861808
5950000,67774542
580000,2417578
3590000,32487784
5000000,52341704
3920000,37020792
5960000,67477204
3000000,25148923
4040000,38762510
8810000,119250878
630000,2733152
9170000,126158926
700000,3149834
9790000,138496326
4820000,49869502
9620000,134923861
5440000,59372981
5170000,55084637
9810000,139011376
8190000,107273919
8690000,116489896
7560000,95365106
9730000,137428074
9800000,138879549
8810000,119149498
6510000,76689801
7530000,95235484
8420000,111727728
8760000,118425400
9820000,139063742
6630000,78973858
9420000,130821231
9350000,129620671
2000000,14025632
6140000,70640135
3370000,29815573
8220000,107943720
5710000,63616296
8680000,116417648
9080000,124219474
6480000,76044677
4150000,39914591
330000,1080789
1990000,13884220
4780000,48959804
8680000,116298881
8010000,103385791
6570000,78203201
7820000,100268424
1200000,6734855
4400000,43710430
3300000,28755930
3760000,34308112
240000,688680
610000,2574788
4060000,38615810
5260000,56332028
2920000,24084591
6200000,71491806
5490000,59823790
8150000,106103439
2320000,17369075
4780000,49046668
4560000,45600983
3670000,33604051
5440000,58911467
5070000,53332928
2410000,18316146
5890000,65965430
6400000,74485208
410000,1462989
6730000,80397641
9490000,131848835
1050000,5564879
7870000,100686094
310000,992934
5520000,60451999
7260000,89639862
7750000,98779454
7350000,91886479
6180000,70972703
9890000,140485636
4170000,40241411
1020000,5381455
4920000,51067969
860000,4198041
60000,100139
220000,611241
9140000,125326597
6320000,73461210
7240000,89442245
1720000,12000678
280000,859870
6140000,70760567
2460000,18855233
9290000,128683319
2540000,19913005
9090000,124597942
2830000,23222203
9930000,141229308
4270000,41984226
1270000,7396874
1890000,12982393
4640000,47114954
4820000,49654303
6230000,71943530
5810000,65138902
2240000,16677625
8420000,110746680
8760000,117860834
6770000,81555649
4320000,42382526
9780000,138556002
4360000,43164598
2940000,24336485
9030000,123640487
4810000,49460830
6570000,77947189
1560000,9848793
1850000,12630918
6170000,71099928
8890000,120975006
560000,2299991
6620000,79061193
6690000,79653619
5680000,62987590
6790000,81729837
230000,647698
1670000,10969260
4680000,47922510
5730000,64394131
2720000,21946428
2330000,17420173
4410000,44218646
9000000,122737746
6290000,73192381
9750000,137489348
2380000,18091826
1740000,11534514
1260000,7295639
4570000,46153083
8930000,121293091
4760000,48713815
9180000,126490984
690000,3066495
6520000,77254279
9410000,130943714
5570000,61123069
4100000,39573377
5740000,63950092
5840000,65578099
6710000,80248616
2820000,23068906
2450000,18781355
8500000,113523306
8390000,110556704
3770000,35002540
6960000,84278699
1000000,5220439
2520000,19593027
7080000,86714044
4660000,47396691
9730000,137936850
6550000,77735951
7970000,102870862
4970000,52131371
6140000,70750249
4200000,40706047
9570000,133974858
6120000,70399973
2850000,23402930
6530000,77108372
9510000,132943824
1270000,7365074
5610000,61628059
1290000,7661921
9910000,141159389
4420000,43644235
6510000,76691952
7330000,90878418
5680000,63141469
7230000,89405115
5200000,55802488
7010000,85702442
6450000,75973187
5140000,54707013
4250000,41476350
7650000,97252543
2500000,19412939
7670000,97112966
8140000,106060140
9670000,136378621
3380000,29872292
1780000,11981085
960000,4931241
7920000,101997798
1580000,10055707
9780000,138696118
7730000,98599552
9250000,127465699
2100000,14978357
7420000,92745450
8850000,119598285
3920000,37062599
440000,1633620
4580000,46327726
5140000,54508629
1420000,8661172
1360000,8148193
1450000,8891955
980000,5089450
8420000,111584337
5640000,62294497
1700000,11172772
7220000,89181936
3900000,36693584
1710000,11270888
290000,898455
7110000,87278748
1770000,11769182
8770000,118716840
8280000,108483553
2900000,23923670
4350000,42731565
70000,125931
9820000,139328366
3200000,27596995
8910000,121010892
2910000,24011259
2730000,21985436
8350000,110326481
7350000,91494104
150000,358219
5920000,67007211
9850000,139660408
10000000,143112806
2830000,23256660
3700000,33953101
9190000,126516731
630000,2704513
4500000,44841826
3940000,37220909
7610000,96167130
8380000,110351280
8310000,109032540
7020000,85662337
1470000,9043020
2450000,18792091
2900000,24319293
6660000,79448462
470000,1794338
2490000,19168144
1530000,9677185
2430000,18432651
3910000,36857948
5670000,62770761
3550000,32077492
5900000,66642513
1480000,9091129
9190000,126207173
550000,2225702
2470000,19169154
2350000,17696461
240000,693887
780000,3661138
5890000,66240533
7090000,86849200
1230000,7073303
4090000,39161046
5120000,54578194
450000,1670601
4360000,43083686
6690000,79938182
940000,4786293
9930000,141587078
3770000,34967523
8590000,114698863
490000,1915899
9300000,128539691
9700000,136585995
420000,1522730
2090000,15628100
8090000,105386397
8300000,108442177
3570000,32247469
3190000,27472474
650000,2828176
7960000,102556352
1150000,6369843
2590000,20412393
370000,1279602
7770000,99571355
6380000,75250925
7490000,94155767
6190000,71204652
5100000,54265602
6040000,69405879
1270000,7313798
6790000,81619011
1960000,13621238
2060000,14631509
8980000,121954223
8600000,114723774
4720000,48419086
2710000,21770451
4060000,38709872
6820000,82057484
5070000,53435999
8680000,116220910
5960000,67520619
3230000,27878155
5700000,63382987
3710000,34234029
1380000,8207218
8280000,108451558
3310000,28904016
3040000,25474560
7850000,100856963
8230000,107674543
8970000,122238864
8900000,120403346
4610000,46606062
180000,459353
3190000,27372835
9240000,127531854
5810000,64854079
6330000,73448549
7430000,92703954
8820000,119221398
8650000,116297274
1690000,11020742
